id,filename,current_type,confidence,suggested_types,reason,correct_type,notes,filepath
518,file-Cqr7VV3HRkpUvKWELHKuKi-F0D541DD-8E80-4F69-89C6-A71CF117E3F7.jpeg,unknown,0.00,,VERY LOW confidence; Generic classification; Cryptic filename - needs content review,,,C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\file-Cqr7VV3HRkpUvKWELHKuKi-F0D541DD-8E80-4F69-89C6-A71CF117E3F7.jpeg
519,file-CvTXax8fZNL8fPkSHyahFq-6B5EE747-DD35-4117-9FAE-FADB84A04299.jpeg,unknown,0.00,personal_career (if yours) OR hr_resume (if applicant),VERY LOW confidence; Generic classification; Cryptic filename - needs content review,,,C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\file-CvTXax8fZNL8fPkSHyahFq-6B5EE747-DD35-4117-9FAE-FADB84A04299.jpeg
541,file-LLzRDP9mdAjp4VT9hDUoRs-20B70DB3-53E6-4285-B3ED-085B9FD6C06B.jpeg,unknown,0.00,,VERY LOW confidence; Generic classification; Cryptic filename - needs content review,,,C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\file-LLzRDP9mdAjp4VT9hDUoRs-20B70DB3-53E6-4285-B3ED-085B9FD6C06B.jpeg
543,file-MQ65QYteeDfLscKNoojRbk-14DF7853-74E9-465B-AF3C-0568B1A62BB6.jpeg,unknown,0.00,,VERY LOW confidence; Generic classification; Cryptic filename - needs content review,,,C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\file-MQ65QYteeDfLscKNoojRbk-14DF7853-74E9-465B-AF3C-0568B1A62BB6.jpeg
550,file-Nymb3ueTeRfYhqnZMjCBqP-3AEDAFEA-687D-40FD-A5AA-689C68E1B18B.jpeg,unknown,0.00,,VERY LOW confidence; Generic classification; Cryptic filename - needs content review,,,C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\file-Nymb3ueTeRfYhqnZMjCBqP-3AEDAFEA-687D-40FD-A5AA-689C68E1B18B.jpeg
566,file-T6RnWCb2ZFzEF9dReMNRJM-4C9DD2D6-3398-41D9-A7BA-C3CE51304ED2.jpeg,unknown,0.00,,VERY LOW confidence; Generic classification; Cryptic filename - needs content review,,,C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\file-T6RnWCb2ZFzEF9dReMNRJM-4C9DD2D6-3398-41D9-A7BA-C3CE51304ED2.jpeg
567,file-T93gxRNATwWzQVcS9gpazj-F0E9CFEB-7FCC-4F69-A6C4-EBE06B480693.jpeg,unknown,0.00,,VERY LOW confidence; Generic classification; Cryptic filename - needs content review,,,C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\file-T93gxRNATwWzQVcS9gpazj-F0E9CFEB-7FCC-4F69-A6C4-EBE06B480693.jpeg
570,file-TiJsrtVJuo9YnT13nk8qY2-Approved Valve Group Installation Using PVC Pipe and Fiitings (1).png,unknown,0.00,,VERY LOW confidence; Generic classification,,,C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\file-TiJsrtVJuo9YnT13nk8qY2-Approved Valve Group Installation Using PVC Pipe and Fiitings (1).png
572,file-UhVxJJZaQTdDMnVpnoNQbv-B057666B-C1C4-41CC-9392-3258E280E728.jpeg,unknown,0.00,,VERY LOW confidence; Generic classification; Cryptic filename - needs content review,,,C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\file-UhVxJJZaQTdDMnVpnoNQbv-B057666B-C1C4-41CC-9392-3258E280E728.jpeg
573,file-Uiemeu2wftDEeXvrtcswkx-61CC6F20-1BD1-4F67-BF99-5A1636446674.jpeg,unknown,0.00,,VERY LOW confidence; Generic classification; Cryptic filename - needs content review,,,C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\file-Uiemeu2wftDEeXvrtcswkx-61CC6F20-1BD1-4F67-BF99-5A1636446674.jpeg
574,file-UzRJ6U6Ldu4Ve1uZ3mooz5-4584442C-F88A-45A6-8672-173D1FA59E81.jpeg,unknown,0.00,,VERY LOW confidence; Generic classification; Cryptic filename - needs content review,,,C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\file-UzRJ6U6Ldu4Ve1uZ3mooz5-4584442C-F88A-45A6-8672-173D1FA59E81.jpeg
580,file-WxkKRV2vvf3sYDGnQkGRX7-B50ADFFF-B5F7-4C03-AE99-B371FC2CD19E.jpeg,unknown,0.00,,VERY LOW confidence; Generic classification; Cryptic filename - needs content review,,,C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\file-WxkKRV2vvf3sYDGnQkGRX7-B50ADFFF-B5F7-4C03-AE99-B371FC2CD19E.jpeg
582,file-XxvqXQpNYCC7K6L4Y7bhVq-416E3A70-F371-4F09-B0AF-2398D6F31EB3.jpeg,unknown,0.00,,VERY LOW confidence; Generic classification; Cryptic filename - needs content review,,,C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\file-XxvqXQpNYCC7K6L4Y7bhVq-416E3A70-F371-4F09-B0AF-2398D6F31EB3.jpeg
1103,w-brand - Copy.png,unknown,0.00,,VERY LOW confidence; Generic classification,,,C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\w-brand - Copy.png
1104,w-brand.png,unknown,0.00,,VERY LOW confidence; Generic classification,,,C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\w-brand.png
498,file-72EtVMHv6EQ1sxyFf4JZYv-Approved Valve Group Installation Using PVC Pipe and Fiitings (2).png,unknown,0.01,,VERY LOW confidence; Generic classification,,,C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\file-72EtVMHv6EQ1sxyFf4JZYv-Approved Valve Group Installation Using PVC Pipe and Fiitings (2).png
552,file-P6vtDK7rzXkvQF2uL5nKCU-2E81949B-E454-48A1-81E4-8B8F486DF092.jpeg,unknown,0.06,,VERY LOW confidence; Generic classification; Cryptic filename - needs content review,,,C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\file-P6vtDK7rzXkvQF2uL5nKCU-2E81949B-E454-48A1-81E4-8B8F486DF092.jpeg
579,file-WTUURCxqYswaaJHDr6758W-D7CE4091-EA39-4BA5-A237-33EFBA10FA87.jpeg,unknown,0.06,,VERY LOW confidence; Generic classification; Cryptic filename - needs content review,,,C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\file-WTUURCxqYswaaJHDr6758W-D7CE4091-EA39-4BA5-A237-33EFBA10FA87.jpeg
475,file-16cxHVKgQwJg1oukdwVKJe-467A05BF-A013-4032-8846-701CC8AA3B19.jpeg,unknown,0.09,,VERY LOW confidence; Generic classification; Cryptic filename - needs content review,,,C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\file-16cxHVKgQwJg1oukdwVKJe-467A05BF-A013-4032-8846-701CC8AA3B19.jpeg
508,file-A3aQVyduUMb1DHrVv8oUsQ-9B27ED6A-4D28-4F9D-B27A-2AEF197040CE.jpeg,unknown,0.11,,VERY LOW confidence; Generic classification; Cryptic filename - needs content review,,,C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\file-A3aQVyduUMb1DHrVv8oUsQ-9B27ED6A-4D28-4F9D-B27A-2AEF197040CE.jpeg
515,file-BgTHaR58NT1tpoyxjbtg28-A10F407A-F1F8-4A5B-87B7-0C65AB6462BA.jpeg,general_document,0.11,,VERY LOW confidence; Generic classification; Cryptic filename - needs content review,,,C:/Users/kjfle/Documents/Organized_V2\General\Documents\file-BgTHaR58NT1tpoyxjbtg28-A10F407A-F1F8-4A5B-87B7-0C65AB6462BA.jpeg
569,file-TGiUdLnmqR1TjAvhr1H55m-maxresdefault.jpg,unknown,0.12,,VERY LOW confidence; Generic classification,,,C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\file-TGiUdLnmqR1TjAvhr1H55m-maxresdefault.jpg
509,file-AbuGwYFnrDP4HyK8yu7u6E-1BD56E58-FE5D-4D6D-95FB-DF86E6F96E00.jpeg,unknown,0.16,,VERY LOW confidence; Generic classification; Cryptic filename - needs content review,,,C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\file-AbuGwYFnrDP4HyK8yu7u6E-1BD56E58-FE5D-4D6D-95FB-DF86E6F96E00.jpeg
478,file-1p7sq2D7QBrcfowyKFLhYo-66D9BF19-BFDD-4E89-960B-DF0067DFA78C.jpeg,general_document,0.20,,VERY LOW confidence; Generic classification; Cryptic filename - needs content review,,,C:/Users/kjfle/Documents/Organized_V2\General\Documents\file-1p7sq2D7QBrcfowyKFLhYo-66D9BF19-BFDD-4E89-960B-DF0067DFA78C.jpeg
502,file-8DsfER1PHYLHzJcfvKB9dh-4570C1D4-CDDD-4BE5-ADA8-DCF2DC7EFEB4.jpeg,unknown,0.22,,VERY LOW confidence; Generic classification; Cryptic filename - needs content review,,,C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\file-8DsfER1PHYLHzJcfvKB9dh-4570C1D4-CDDD-4BE5-ADA8-DCF2DC7EFEB4.jpeg
526,file-FpjamFaSUpLtyNrMAj4H43-BA6C339D-891D-4071-93B1-5348CF7551B0.jpeg,unknown,0.22,,VERY LOW confidence; Generic classification; Cryptic filename - needs content review,,,C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\file-FpjamFaSUpLtyNrMAj4H43-BA6C339D-891D-4071-93B1-5348CF7551B0.jpeg
554,file-PfUBfD3PXdpwkDASN5HPfi-CADA1138-C27E-4C54-835D-A028F9C10D6A.jpeg,unknown,0.28,,VERY LOW confidence; Generic classification; Cryptic filename - needs content review,,,C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\file-PfUBfD3PXdpwkDASN5HPfi-CADA1138-C27E-4C54-835D-A028F9C10D6A.jpeg
324,"CONNECTION, TESTING AND WIRING Valves.jpeg",unknown,0.28,,VERY LOW confidence; Generic classification,,,"C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\CONNECTION, TESTING AND WIRING Valves.jpeg"
487,file-3mMaRqkouP8f994bgS81Bf-2E1AA41C-686B-4FDC-A737-D24FD02C3420.jpeg,unknown,0.30,,VERY LOW confidence; Generic classification; Cryptic filename - needs content review,,,C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\file-3mMaRqkouP8f994bgS81Bf-2E1AA41C-686B-4FDC-A737-D24FD02C3420.jpeg
559,file-RKADeyZecd5pzMyYwVbyNk-5990AFE1-7ED7-46C1-9889-0AF366C10A9D.jpeg,form,0.32,,VERY LOW confidence; Generic classification; Cryptic filename - needs content review,,,C:/Users/kjfle/Documents/Organized_V2\Forms\General\file-RKADeyZecd5pzMyYwVbyNk-5990AFE1-7ED7-46C1-9889-0AF366C10A9D.jpeg
575,file-VfNwAocPPkteCPFgSsBVvt-501A4205-0B88-43C6-9395-ED7AA51B9BA8.jpeg,general_document,0.36,,VERY LOW confidence; Generic classification; Cryptic filename - needs content review,,,C:/Users/kjfle/Documents/Organized_V2\General\Documents\file-VfNwAocPPkteCPFgSsBVvt-501A4205-0B88-43C6-9395-ED7AA51B9BA8.jpeg
540,file-Lev9xjwGvwT4oP4cD4vwcf-B0349314-21C2-4E0F-A3D9-88612C072F2D.jpeg,general_document,0.37,,VERY LOW confidence; Generic classification; Cryptic filename - needs content review,,,C:/Users/kjfle/Documents/Organized_V2\General\Documents\file-Lev9xjwGvwT4oP4cD4vwcf-B0349314-21C2-4E0F-A3D9-88612C072F2D.jpeg
560,file-RqBjWS4WMLRuGZSYAXutds-65E799CA-A2E0-4F41-B339-B91F0587F59E.jpeg,unknown,0.37,,VERY LOW confidence; Generic classification; Cryptic filename - needs content review,,,C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\file-RqBjWS4WMLRuGZSYAXutds-65E799CA-A2E0-4F41-B339-B91F0587F59E.jpeg
1117,19897792e2e6460e22cd078119d285ea-uncropped_scaled_within_1536_1152.webp,general_document_short,0.38,,VERY LOW confidence; Generic classification,,,C:/Users/kjfle/Documents/Organized_V2\General\Documents\19897792e2e6460e22cd078119d285ea-uncropped_scaled_within_1536_1152.webp
548,file-NVGFNQTnn7bCEXv1zDaBvK-523884E1-6760-423A-B019-DF9899FE29D1.jpeg,general_document,0.42,,VERY LOW confidence; Generic classification; Cryptic filename - needs content review,,,C:/Users/kjfle/Documents/Organized_V2\General\Documents\file-NVGFNQTnn7bCEXv1zDaBvK-523884E1-6760-423A-B019-DF9899FE29D1.jpeg
523,file-F6SCvf1bNukA1En86pYAbo-B53D4E79-CBAF-4A8C-899A-6F21FD556666.jpeg,unknown,0.42,personal_career (if yours) OR hr_resume (if applicant),VERY LOW confidence; Generic classification; Cryptic filename - needs content review,,,C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\file-F6SCvf1bNukA1En86pYAbo-B53D4E79-CBAF-4A8C-899A-6F21FD556666.jpeg
535,file-L1A7AGsHnNAS3ga7cvEJ3X-850A63F1-06CE-44F9-B5A0-FEC862C3B873.jpeg,general_document,0.48,personal_career (if yours) OR hr_resume (if applicant),VERY LOW confidence; Generic classification; Cryptic filename - needs content review,,,C:/Users/kjfle/Documents/Organized_V2\General\Documents\file-L1A7AGsHnNAS3ga7cvEJ3X-850A63F1-06CE-44F9-B5A0-FEC862C3B873.jpeg
555,file-PpJShp8RpodU5EPsNA8kJn-3B465AEB-E87B-41E8-8696-3A7136A61128.jpeg,unknown,0.70,,Low confidence; Generic classification; Cryptic filename - needs content review,,,C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\file-PpJShp8RpodU5EPsNA8kJn-3B465AEB-E87B-41E8-8696-3A7136A61128.jpeg
514,file-Be3j7agYVaHcfFDM2bGVm4-C1A27DEF-5474-4FCD-A1E5-3E06B30F1700.jpeg,unknown,0.73,,Low confidence; Generic classification; Cryptic filename - needs content review,,,C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\file-Be3j7agYVaHcfFDM2bGVm4-C1A27DEF-5474-4FCD-A1E5-3E06B30F1700.jpeg
536,file-LadyFLWxvFkQPsp1P3YaS8-4a93d221-685b-42e4-a3e4-ee1dc5173bde.png,unknown,0.90,,Generic classification,,,C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\file-LadyFLWxvFkQPsp1P3YaS8-4a93d221-685b-42e4-a3e4-ee1dc5173bde.png
533,"file-K8SRJsFAUCmA3ARVzzyk4U-CONNECTION, TESTING AND WIRING Valves.jpeg",unknown,0.92,,Generic classification,,,"C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\file-K8SRJsFAUCmA3ARVzzyk4U-CONNECTION, TESTING AND WIRING Valves.jpeg"
167,3' E92 328i Third stoplamp.png,unknown,1.00,,Generic classification,,,C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\3' E92 328i Third stoplamp.png
142,3' E92 328i GA6L45R gearshift.png,unknown,1.00,,Generic classification,,,C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\3' E92 328i GA6L45R gearshift.png
140,3' E92 328i GA6L45R Drive.png,unknown,1.00,,Generic classification,,,C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\3' E92 328i GA6L45R Drive.png
145,3' E92 328i GA6L45R oil pan.png,unknown,1.00,,Generic classification,,,C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\3' E92 328i GA6L45R oil pan.png
149,3' E92 328i Gearbox mounting parts.png,unknown,1.00,,Generic classification,,,C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\3' E92 328i Gearbox mounting parts.png
116,3' E92 328i Automatic transmission GA6L45R.png,unknown,1.00,,Generic classification,,,C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\3' E92 328i Automatic transmission GA6L45R.png
85,Doc1.docx,unknown,1.00,,Generic classification,,,C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\Doc1.docx
1089,Userskjfle.claudesession-metadata.json,unknown,1.00,,Generic classification,,,C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\Userskjfle.claudesession-metadata.json
1099,w-2 wage and salary statement 2018 -1.docx,unknown,1.00,financial_invoice OR financial_statement OR financial_receipt | tax_document OR tax_form OR tax_return,Generic classification,,,C:/Users/kjfle/Documents/Organized_V2\Review_Required\Unclassified\w-2 wage and salary statement 2018 -1.docx
89,%Resume_CV.Dec15.pdf,hr_resume,1.00,,"LIKELY personal career, not HR recruiting",,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\%Resume_CV.Dec15.pdf
90,%Resume_CV.Jan16.pdf,hr_resume,1.00,,"LIKELY personal career, not HR recruiting",,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\%Resume_CV.Jan16.pdf
91,%Resume_CV.Nov15.pdf,hr_resume,1.00,,"LIKELY personal career, not HR recruiting",,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\%Resume_CV.Nov15.pdf
316,CL.Jan15.docx,hr_resume,1.00,,"LIKELY personal career, not HR recruiting",,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\CL.Jan15.docx
317,CL.Jan15.pdf,hr_resume,1.00,,"LIKELY personal career, not HR recruiting",,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\CL.Jan15.pdf
318,CL.Nov.15.pdf,hr_resume,1.00,,"LIKELY personal career, not HR recruiting",,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\CL.Nov.15.pdf
673,Measuring ride-level height of vehicle.pdf,medical,1.00,automotive_technical OR automotive_service,"LIKELY automotive, not medical",,,C:/Users/kjfle/Documents/Organized_V2\Medical\Records\Measuring ride-level height of vehicle.pdf
878,Resume(COBB).Sept15.pdf,hr_resume,1.00,,Flagged for review,,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\Resume(COBB).Sept15.pdf
879,Resume(GENERAL).02.20.14.docx,hr_resume,1.00,,Flagged for review,,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\Resume(GENERAL).02.20.14.docx
880,Resume(GENERAL).12.01.14.docx,hr_resume,1.00,,Flagged for review,,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\Resume(GENERAL).12.01.14.docx
881,Resume(GENERAL).12.22.14.docx,hr_resume,1.00,,Flagged for review,,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\Resume(GENERAL).12.22.14.docx
882,Resume(INTEL).01.07.15.docx,hr_resume,1.00,,Flagged for review,,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\Resume(INTEL).01.07.15.docx
883,Resume(INTEL).01.07.pdf,hr_resume,1.00,,Flagged for review,,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\Resume(INTEL).01.07.pdf
884,Resume(LABS) Aug15.docx,hr_resume,1.00,,Flagged for review,,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\Resume(LABS) Aug15.docx
885,Resume(LABS).01.09.15.docx,hr_resume,1.00,,Flagged for review,,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\Resume(LABS).01.09.15.docx
886,Resume(LABS).01.09.pdf,hr_resume,1.00,,Flagged for review,,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\Resume(LABS).01.09.pdf
887,Resume(LABS).01.17.15.pdf,hr_resume,1.00,,Flagged for review,,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\Resume(LABS).01.17.15.pdf
888,Resume(LABS).02.8.15.docx,hr_resume,1.00,,Flagged for review,,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\Resume(LABS).02.8.15.docx
889,Resume(LABS).09.10.14.docx,hr_resume,1.00,,Flagged for review,,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\Resume(LABS).09.10.14.docx
890,Resume(LABS).7.30 (2PAGE).docx,hr_resume,1.00,,Flagged for review,,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\Resume(LABS).7.30 (2PAGE).docx
891,Resume(LABS).7.4.15.docx,hr_resume,1.00,,Flagged for review,,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\Resume(LABS).7.4.15.docx
892,Resume(LABS).7.8.15.docx,hr_resume,1.00,,Flagged for review,,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\Resume(LABS).7.8.15.docx
893,Resume(LABS).Aug15.Bullet.docx,hr_resume,1.00,,Flagged for review,,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\Resume(LABS).Aug15.Bullet.docx
894,Resume(LABS).Aug15.docx,hr_resume,1.00,,Flagged for review,,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\Resume(LABS).Aug15.docx
895,Resume(LABS).Aug15.pdf,hr_resume,1.00,,Flagged for review,,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\Resume(LABS).Aug15.pdf
896,Resume(LABS).Sept15.docx,hr_resume,1.00,,Flagged for review,,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\Resume(LABS).Sept15.docx
897,Resume(LABS).Sept15.pdf,hr_resume,1.00,,Flagged for review,,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\Resume(LABS).Sept15.pdf
898,Resume(Lockheed).01.07.docx,hr_resume,1.00,,Flagged for review,,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\Resume(Lockheed).01.07.docx
899,Resume(Lockheed).01.07.pdf,hr_resume,1.00,,Flagged for review,,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\Resume(Lockheed).01.07.pdf
900,Resume(O).Sept15.docx,hr_resume,1.00,,Flagged for review,,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\Resume(O).Sept15.docx
901,Resume(O).Sept15.pdf,hr_resume,1.00,,Flagged for review,,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\Resume(O).Sept15.pdf
902,Resume(OIL).Sept15.pdf,hr_resume,1.00,,Flagged for review,,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\Resume(OIL).Sept15.pdf
903,Resume(OS).01.07.docx,hr_resume,1.00,,Flagged for review,,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\Resume(OS).01.07.docx
904,Resume(OS).01.07.pdf,hr_resume,1.00,,Flagged for review,,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\Resume(OS).01.07.pdf
905,Resume(OS).02.12.15.pdf,hr_resume,1.00,,Flagged for review,,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\Resume(OS).02.12.15.pdf
906,Resume(OS).02.8.15.docx,hr_resume,1.00,,Flagged for review,,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\Resume(OS).02.8.15.docx
907,Resume(SpaceX).01.07.15.docx,hr_resume,1.00,,Flagged for review,,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\Resume(SpaceX).01.07.15.docx
908,Resume(SpaceX).01.07.pdf,hr_resume,1.00,,Flagged for review,,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\Resume(SpaceX).01.07.pdf
909,Resume.2.page(LABS).02.8.docx,hr_resume,1.00,,Flagged for review,,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\Resume.2.page(LABS).02.8.docx
958,Resume_CV.Feb16_v2.pdf,hr_resume,1.00,,Flagged for review,,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\Resume_CV.Feb16_v2.pdf
960,Resume_CV.Mar16.pdf,hr_resume,1.00,,Flagged for review,,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\Resume_CV.Mar16.pdf
961,Resume_CV.May16.pdf,hr_resume,1.00,,Flagged for review,,,C:/Users/kjfle/Documents/Organized_V2\HR\Job_Applicant_Resumes\Resume_CV.May16.pdf
