file_path,document_type,confidence,method
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0090.tar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0091.gz,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0092.rar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0093.tar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0094.rar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0095.zip,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0096.zip,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0097.zip,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0098.rar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0099.7z,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0100.rar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0101.tar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0102.gz,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0103.tar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0104.rar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0105.7z,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0106.zip,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0107.rar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0108.gz,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0109.zip,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0110.7z,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0111.tar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0112.rar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0113.7z,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0114.tar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0115.zip,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0116.tar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0117.7z,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0118.gz,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0119.zip,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0120.7z,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0121.rar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0122.7z,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0123.gz,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0124.gz,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0125.tar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0126.7z,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0127.zip,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0128.tar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0129.rar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0130.zip,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0131.tar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0132.7z,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0133.tar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0134.7z,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0135.tar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0136.7z,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0137.rar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0138.tar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0139.zip,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0140.zip,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0141.gz,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0142.zip,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0143.7z,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0144.tar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0145.tar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0146.7z,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0147.7z,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0148.rar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0149.gz,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0150.gz,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0151.zip,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0152.zip,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0153.gz,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0154.tar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0155.7z,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0156.gz,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0157.7z,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0158.7z,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0159.rar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0160.zip,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0161.gz,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0162.7z,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0163.rar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0164.7z,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0165.gz,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0166.tar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0167.tar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0168.7z,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0169.rar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0170.rar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0171.7z,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0172.gz,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0173.7z,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0174.tar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0175.tar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0176.gz,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0177.gz,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0178.tar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0179.gz,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0180.gz,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0181.rar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0182.zip,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0183.rar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0184.rar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0185.tar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0186.zip,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0187.gz,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0188.tar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0189.tar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0190.zip,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0191.zip,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0192.rar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0193.zip,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0194.tar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0195.zip,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0196.tar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0197.rar,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0198.7z,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\archive\archive_0199.zip,archive,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\automotive_technical\automotive_technical_0000.docx,automotive_technical,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\automotive_technical\automotive_technical_0001.txt,automotive_technical,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\automotive_technical\automotive_technical_0002.docx,automotive_technical,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\automotive_technical\automotive_technical_0003.docx,automotive_technical,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\automotive_technical\automotive_technical_0004.docx,automotive_technical,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\automotive_technical\automotive_technical_0005.pdf,automotive_technical,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\automotive_technical\automotive_technical_0006.docx,automotive_technical,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\automotive_technical\automotive_technical_0007.txt,automotive_technical,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\automotive_technical\automotive_technical_0008.docx,automotive_technical,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\automotive_technical\automotive_technical_0009.docx,automotive_technical,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\automotive_technical\automotive_technical_0010.docx,automotive_technical,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\automotive_technical\automotive_technical_0011.txt,automotive_technical,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\automotive_technical\automotive_technical_0012.docx,automotive_technical,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\automotive_technical\automotive_technical_0013.pdf,automotive_technical,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\automotive_technical\automotive_technical_0014.docx,automotive_technical,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\automotive_technical\automotive_technical_0015.docx,automotive_technical,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\automotive_technical\automotive_technical_0016.pdf,automotive_technical,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\automotive_technical\automotive_technical_0017.docx,automotive_technical,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\automotive_technical\automotive_technical_0018.txt,automotive_technical,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\automotive_technical\automotive_technical_0019.txt,automotive_technical,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\automotive_technical\automotive_technical_0020.pdf,automotive_technical,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\automotive_technical\automotive_technical_0021.txt,automotive_technical,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\automotive_technical\automotive_technical_0022.docx,automotive_technical,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\automotive_technical\automotive_technical_0023.pdf,automotive_technical,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\automotive_technical\automotive_technical_0024.pdf,automotive_technical,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\automotive_technical\automotive_technical_0025.pdf,automotive_technical,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\automotive_technical\automotive_technical_0026.pdf,automotive_technical,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\automotive_technical\automotive_technical_0027.docx,automotive_technical,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\automotive_technical\automotive_technical_0028.txt,automotive_technical,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\automotive_technical\automotive_technical_0029.pdf,automotive_technical,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\automotive_technical\automotive_technical_0030.txt,automotive_technical,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\automotive_technical\automotive_technical_0031.pdf,automotive_technical,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\automotive_technical\automotive_technical_0032.pdf,automotive_technical,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\automotive_technical\automotive_technical_0033.pdf,automotive_technical,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\automotive_technical\automotive_technical_0034.pdf,automotive_technical,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\automotive_technical\automotive_technical_0035.txt,automotive_technical,1.0,synthetic
C:\Users\kjfle\.projects\intelligent-file-management-system\synthetic_data\automotive_technical\automotive_technical_0036.pdf,automotive_technical,1.0,synthetic
